dianhydride,diamine,build_status,smiles,predicted_tg_k,predicted_tg_c,interval_k,ct_risk,transparent_proxy,synthesizable,synth_issues,max_train_tanimoto,novel
PMDA,ABTFMB,ok,O=C1Nc2ccc(c(C(F)(F)F)c2)-c2ccc(cc2C(F)(F)F)NC(=O)c2ccc(cc2)-n2c(=O)c3cc4c(=O)n(c(=O)c4cc3c2=O)-c2ccc1cc2,636.5329429878474,363.3829429878474,108.29048866254463,1.0,True,True,,0.6341463414634146,True
BPDA,ABTFMB,ok,O=C1c2ccc3cc2c(=O)n1c1ccc(cc1)c(=O)[nH]c1ccc(c(C(F)(F)F)c1)c1ccc(cc1C(F)(F)F)[nH]c(=O)c1ccc(cc1)n1c(=O)c2cc3ccc2C1=O,532.3288367810216,259.1788367810216,108.29048866254463,2.0,False,True,,0.717391304347826,True
ODPA,ABTFMB,ok,O=C1Nc2ccc(c(C(F)(F)F)c2)-c2ccc(cc2C(F)(F)F)NC(=O)c2ccc(cc2)N2C(=O)c3ccc(cc3C2=O)Oc2ccc3c(c2)C(=O)N(C3=O)c2ccc1cc2,546.1976396696526,273.04763966965265,108.29048866254463,2.0,False,True,,0.7446808510638298,True
BTDA,ABTFMB,ok,O=C1c2ccc3cc2c(=O)n1c1ccc(cc1)c(=O)[nH]c1ccc(c(C(F)(F)F)c1)c1ccc(cc1C(F)(F)F)[nH]c(=O)c1ccc(cc1)n1c(=O)c2cc(ccc2C1=O)c3=O,528.4537669431311,255.3037669431311,108.29048866254463,2.0,False,True,,0.6530612244897959,True
6FDA,ABTFMB,ok,O=C1Nc2ccc(c(C(F)(F)F)c2)-c2ccc(cc2C(F)(F)F)NC(=O)c2ccc(cc2)N2C(=O)c3ccc(cc3C2=O)C(C(F)(F)F)(C(F)(F)F)c2ccc3c(c2)C(=O)N(C3=O)c2ccc1cc2,589.6068036187983,316.4568036187983,108.29048866254463,-2.0,True,True,,0.8125,True
DSDA,ABTFMB,ok,O=C1Nc2ccc(c(C(F)(F)F)c2)-c2ccc(cc2C(F)(F)F)NC(=O)c2ccc(cc2)N2C(=O)c3ccc(cc3C2=O)S(=O)(=O)c2ccc3c(c2)C(=O)N(C3=O)c2ccc1cc2,565.1501890639039,292.0001890639039,108.29048866254463,1.0,True,True,,0.6875,True
HPMDA,ABTFMB,ok,O=C1Nc2ccc(c(C(F)(F)F)c2)-c2ccc(cc2C(F)(F)F)NC(=O)c2ccc(cc2)N2C(=O)C3CC4C(=O)N(C(=O)C4CC3C2=O)c2ccc1cc2,530.003161601218,256.85316160121806,108.29048866254463,-2.0,True,True,,0.5,True
BCDA,ABTFMB,ok,O=C1Nc2ccc(c(C(F)(F)F)c2)-c2ccc(cc2C(F)(F)F)NC(=O)c2ccc(cc2)N2C(=O)C3C4C=CC(C(=O)N(C4=O)c4ccc1cc4)C3C2=O,551.511848309269,278.361848309269,108.29048866254463,-2.0,True,False,dianhydride:sa_score>4.5,0.4915254237288136,True
CBDA,ABTFMB,ok,O=C1Nc2ccc(c(C(F)(F)F)c2)-c2ccc(cc2C(F)(F)F)NC(=O)c2ccc(cc2)N2C(=O)C3C4C(=O)N(C(=O)C4C3C2=O)c2ccc1cc2,543.275720242501,270.1257202425011,108.29048866254463,-2.0,True,True,,0.5272727272727272,True
BPADA,ABTFMB,ok,CC1(C)c2ccc(cc2)Oc2ccc3c(c2)C(=O)N(C3=O)c2ccc(cc2)C(=O)Nc2ccc(c(C(F)(F)F)c2)-c2ccc(cc2C(F)(F)F)NC(=O)c2ccc(cc2)N2C(=O)c3ccc(cc3C2=O)Oc2ccc1cc2,503.4903189483595,230.34031894835954,108.29048866254463,4.0,False,True,,0.7333333333333333,True
HQDPA,ABTFMB,ok,O=C1c2ccc3cc2c(=O)n1c1ccc(cc1)c(=O)[nH]c1ccc(c(C(F)(F)F)c1)c1ccc(cc1C(F)(F)F)[nH]c(=O)c1ccc(cc1)n1c(=O)c2cc(ccc2C1=O)oc1ccc(cc1)o3,501.05739493193033,227.90739493193036,108.29048866254463,3.0,False,True,,0.6792452830188679,True
NTDA,ABTFMB,ok,O=C1Nc2ccc(c(C(F)(F)F)c2)-c2ccc(cc2C(F)(F)F)NC(=O)c2ccc(cc2)-n2c(=O)c3ccc4c(=O)n(c(=O)c(=O)c5ccc(c2=O)c4c53)-c2ccc1cc2,597.768625685945,324.61862568594506,108.29048866254463,4.0,False,True,,0.4897959183673469,True
PMDA,MABTFMB,ok,Cc1cc2ccc1-c1ccc(cc1C)NC(=O)c1ccc(cc1)-n1c(=O)c3cc4c(=O)n(c(=O)c4cc3c1=O)-c1ccc(cc1)C(=O)N2,623.2900170690044,350.14001706900444,108.29048866254463,5.0,False,True,,0.6428571428571429,True
BPDA,MABTFMB,ok,Cc1cc2ccc1c1ccc(cc1C)[nH]c(=O)c1ccc(cc1)n1c(=O)c3cc(ccc3C1=O)c1ccc3c(c1)c(=O)n(c1ccc(cc1)c(=O)[nH]2)C3=O,577.9385889604275,304.78858896042755,108.29048866254463,6.0,False,True,,0.6739130434782609,True
ODPA,MABTFMB,ok,Cc1cc2ccc1-c1ccc(cc1C)NC(=O)c1ccc(cc1)N1C(=O)c3ccc(cc3C1=O)Oc1ccc3c(c1)C(=O)N(C3=O)c1ccc(cc1)C(=O)N2,527.3476651445667,254.1976651445667,108.29048866254463,6.0,False,True,,0.7954545454545454,True
BTDA,MABTFMB,ok,Cc1cc2ccc1c1ccc(cc1C)[nH]c(=O)c1ccc(cc1)n1c(=O)c3cc(ccc3C1=O)c(=O)c1ccc3c(c1)c(=O)n(c1ccc(cc1)c(=O)[nH]2)C3=O,578.3306322126843,305.1806322126844,108.29048866254463,6.0,False,True,,0.7111111111111111,True
6FDA,MABTFMB,ok,Cc1cc2ccc1-c1ccc(cc1C)NC(=O)c1ccc(cc1)N1C(=O)c3ccc(cc3C1=O)C(C(F)(F)F)(C(F)(F)F)c1ccc3c(c1)C(=O)N(C3=O)c1ccc(cc1)C(=O)N2,570.7242326189892,297.5742326189892,108.29048866254463,2.0,False,True,,0.8125,True
DSDA,MABTFMB,ok,Cc1cc2ccc1-c1ccc(cc1C)NC(=O)c1ccc(cc1)N1C(=O)c3ccc(cc3C1=O)S(=O)(=O)c1ccc3c(c1)C(=O)N(C3=O)c1ccc(cc1)C(=O)N2,564.0939156101717,290.94391561017176,108.29048866254463,5.0,False,True,,0.723404255319149,True
HPMDA,MABTFMB,ok,Cc1cc2ccc1-c1ccc(cc1C)NC(=O)c1ccc(cc1)N1C(=O)C3CC4C(=O)N(C(=O)C4CC3C1=O)c1ccc(cc1)C(=O)N2,529.4147885255866,256.2647885255866,108.29048866254463,2.0,False,True,,0.5,True
BCDA,MABTFMB,ok,Cc1cc2ccc1-c1ccc(cc1C)NC(=O)c1ccc(cc1)N1C(=O)C3C4C=CC(C(=O)N(C4=O)c4ccc(cc4)C(=O)N2)C3C1=O,563.7174184214363,290.5674184214363,108.29048866254463,2.0,False,False,dianhydride:sa_score>4.5,0.48148148148148145,True
CBDA,MABTFMB,ok,Cc1cc2ccc1-c1ccc(cc1C)NC(=O)c1ccc(cc1)N1C(=O)C3C4C(=O)N(C(=O)C4C3C1=O)c1ccc(cc1)C(=O)N2,550.4075995810675,277.25759958106755,108.29048866254463,2.0,False,True,,0.5306122448979592,True
BPADA,MABTFMB,ok,Cc1cc2ccc1-c1ccc(cc1C)NC(=O)c1ccc(cc1)N1C(=O)c3ccc(cc3C1=O)Oc1ccc(cc1)C(C)(C)c1ccc(cc1)Oc1ccc3c(c1)C(=O)N(C3=O)c1ccc(cc1)C(=O)N2,496.0306321454645,222.88063214546452,108.29048866254463,8.0,False,True,,0.7884615384615384,True
HQDPA,MABTFMB,ok,Cc1cc2ccc1c1ccc(cc1C)[nH]c(=O)c1ccc(cc1)n1c(=O)c3cc(ccc3C1=O)oc1ccc(cc1)oc1ccc3c(c1)c(=O)n(c1ccc(cc1)c(=O)[nH]2)C3=O,526.8661078116612,253.71610781166123,108.29048866254463,7.0,False,True,,0.72,True
NTDA,MABTFMB,ok,Cc1cc2ccc1-c1ccc(cc1C)NC(=O)c1ccc(cc1)-n1c(=O)c3ccc4c(=O)n(c(=O)c(=O)c5ccc(c1=O)c4c53)-c1ccc(cc1)C(=O)N2,597.6662282760753,324.51622827607537,108.29048866254463,8.0,False,True,,0.5,True
PMDA,DABA_acid,ok,O=C(O)c1cc2cc(c1)n1c(=O)c3cc4c(=O)n2c(=O)c4cc3c1=O,641.0348406076572,367.8848406076572,108.29048866254463,2.0,False,False,diamine:carboxyl,0.5172413793103449,True
BPDA,DABA_acid,ok,O=C(O)c1cc2cc(c1)N1C(=O)c3ccc(cc3C1=O)-c1ccc3c(c1)C(=O)N2C3=O,616.0399636030871,342.88996360308715,108.29048866254463,3.0,False,False,diamine:carboxyl,0.8787878787878788,True
ODPA,DABA_acid,ok,O=C(O)c1cc2cc(c1)N1C(=O)c3ccc(cc3C1=O)Oc1ccc3c(c1)C(=O)N2C3=O,560.0135119298666,286.8635119298666,108.29048866254463,3.0,False,False,diamine:carboxyl,0.6666666666666666,True
BTDA,DABA_acid,ok,O=C(O)c1cc2cc(c1)N1C(=O)c3ccc(cc3C1=O)C(=O)c1ccc3c(c1)C(=O)N2C3=O,591.8991156030372,318.74911560303724,108.29048866254463,3.0,False,False,diamine:carboxyl,1.0,False
6FDA,DABA_acid,ok,O=C(O)c1cc2cc(c1)N1C(=O)c3ccc(cc3C1=O)C(C(F)(F)F)(C(F)(F)F)c1ccc3c(c1)C(=O)N2C3=O,633.7076888829894,360.5576888829894,108.29048866254463,-1.0,True,False,diamine:carboxyl,1.0,False
DSDA,DABA_acid,ok,O=C(O)c1cc2cc(c1)N1C(=O)c3ccc(cc3C1=O)S(=O)(=O)c1ccc3c(c1)C(=O)N2C3=O,638.9381638587764,365.78816385877644,108.29048866254463,2.0,False,False,diamine:carboxyl,0.65,True
HPMDA,DABA_acid,ok,O=C(O)c1cc2cc(c1)N1C(=O)C3CC4C(=O)N2C(=O)C4CC3C1=O,545.1685282231158,272.0185282231158,108.29048866254463,-1.0,True,False,diamine:carboxyl,0.5777777777777777,True
BCDA,DABA_acid,ok,O=C(O)c1cc2cc(c1)N1C(=O)C3C4C=CC(C(=O)N2C4=O)C3C1=O,588.6224177424185,315.47241774241854,108.29048866254463,-1.0,True,False,diamine:carboxyl;dianhydride:sa_score>4.5,0.43137254901960786,True
CBDA,DABA_acid,ok,O=C(O)c1cc2cc(c1)N1C(=O)C3C4C(=O)N2C(=O)C4C3C1=O,579.2042234286452,306.0542234286452,108.29048866254463,-1.0,True,False,diamine:carboxyl,0.47368421052631576,True
BPADA,DABA_acid,ok,CC1(C)c2ccc(cc2)Oc2ccc3c(c2)C(=O)N(C3=O)c2cc(C(=O)O)cc(c2)N2C(=O)c3ccc(cc3C2=O)Oc2ccc1cc2,520.4602178378215,247.31021783782148,108.29048866254463,5.0,False,False,diamine:carboxyl,0.7272727272727273,True
HQDPA,DABA_acid,ok,O=C(O)c1cc2cc(c1)N1C(=O)c3ccc(cc3C1=O)Oc1ccc(cc1)Oc1ccc3c(c1)C(=O)N2C3=O,540.0356835327127,266.88568353271273,108.29048866254463,4.0,False,False,diamine:carboxyl,0.6666666666666666,True
NTDA,DABA_acid,ok,O=C(O)c1cc2cc(c1)n1c(=O)c3ccc4c(=O)n2c(=O)c(=O)c2ccc(c1=O)c4c23,625.2298585612833,352.07985856128334,108.29048866254463,5.0,False,False,diamine:carboxyl,0.3783783783783784,True
PMDA,DAP,ok,O=c1c2cc3c(=O)n4c(=O)c3cc2c(=O)n1c1ccc(O)c4c1,647.460592761715,374.31059276171504,108.29048866254463,2.0,False,False,diamine:hydroxyl,0.6206896551724138,True
BPDA,DAP,ok,O=C1c2ccc3cc2C(=O)N1c1ccc(O)c(c1)N1C(=O)c2ccc-3cc2C1=O,587.7700703793042,314.62007037930425,108.29048866254463,3.0,False,False,diamine:hydroxyl,0.7058823529411765,True
ODPA,DAP,ok,O=C1c2ccc3cc2C(=O)N1c1ccc(O)c(c1)N1C(=O)c2ccc(cc2C1=O)O3,561.1901697673277,288.0401697673277,108.29048866254463,3.0,False,False,diamine:hydroxyl,0.7906976744186046,True
BTDA,DAP,ok,O=C1c2ccc3c(c2)C(=O)N(C3=O)c2ccc(O)c(c2)N2C(=O)c3ccc1cc3C2=O,569.8213926053324,296.67139260533247,108.29048866254463,3.0,False,False,diamine:hydroxyl,0.7222222222222222,True
6FDA,DAP,ok,O=C1c2ccc3cc2C(=O)N1c1ccc(O)c(c1)N1C(=O)c2ccc(cc2C1=O)C3(C(F)(F)F)C(F)(F)F,583.6438578602881,310.49385786028813,108.29048866254463,-1.0,True,False,diamine:hydroxyl,0.85,True
DSDA,DAP,ok,O=C1c2ccc3cc2C(=O)N1c1ccc(O)c(c1)N1C(=O)c2ccc(cc2C1=O)S3(=O)=O,579.6840310565368,306.53403105653683,108.29048866254463,2.0,False,False,diamine:hydroxyl,0.7073170731707317,True
HPMDA,DAP,ok,O=C1C2CC3C(=O)N4C(=O)C3CC2C(=O)N1c1ccc(O)c4c1,538.1081049576944,264.95810495769445,108.29048866254463,-1.0,True,False,diamine:hydroxyl,0.45,True
BCDA,DAP,ok,O=C1C2C3C=CC4C(=O)N(C3=O)c3cc(ccc3O)N1C(=O)C42,583.594121996524,310.444121996524,108.29048866254463,-1.0,True,False,diamine:hydroxyl;dianhydride:sa_score>4.5,0.34782608695652173,True
CBDA,DAP,ok,O=C1C2C3C(=O)N1c1ccc(O)c(c1)N1C(=O)C2C3C1=O,575.2739797198243,302.1239797198243,108.29048866254463,-1.0,True,False,diamine:hydroxyl,0.38,True
BPADA,DAP,ok,CC1(C)c2ccc(cc2)Oc2ccc3c(c2)C(=O)N(C3=O)c2ccc(O)c(c2)N2C(=O)c3ccc(cc3C2=O)Oc2ccc1cc2,521.5657620867465,248.41576208674655,108.29048866254463,5.0,False,False,diamine:hydroxyl,1.0,False
HQDPA,DAP,ok,O=C1c2ccc3cc2C(=O)N1c1ccc(O)c(c1)N1C(=O)c2ccc(cc2C1=O)Oc1ccc(cc1)O3,542.194311869185,269.044311869185,108.29048866254463,4.0,False,False,diamine:hydroxyl,0.813953488372093,True
NTDA,DAP,ok,O=c1c(=O)n2c(=O)c3ccc4c(=O)n(c(=O)c5ccc1c4c35)c1cc2ccc1O,620.7446277519601,347.59462775196016,108.29048866254463,5.0,False,False,diamine:hydroxyl,0.43243243243243246,True
PMDA,DADS,ok,O=c1c2cc3c(=O)n4c(=O)c3cc2c(=O)n1-c1ccc(cc1)SSc1ccc-4cc1,639.5879575938067,366.4379575938067,108.29048866254463,3.0,False,False,diamine:disulfide,0.7692307692307693,True
BPDA,DADS,ok,O=C1c2ccc3cc2c(=O)n1c1ccc(cc1)ssc1ccc(cc1)n1c(=O)c2cc3ccc2C1=O,560.7674003429829,287.61740034298293,108.29048866254463,4.0,False,False,diamine:disulfide,0.8064516129032258,True
ODPA,DADS,ok,O=C1c2ccc3cc2C(=O)N1c1ccc(cc1)SSc1ccc(cc1)N1C(=O)c2ccc(cc2C1=O)O3,543.9008768886287,270.7508768886287,108.29048866254463,4.0,False,False,diamine:disulfide,0.8333333333333334,True
BTDA,DADS,ok,O=C1c2ccc3cc2c(=O)n1c1ccc(cc1)ssc1ccc(cc1)n1c(=O)c2cc(ccc2C1=O)c3=O,567.5595084735761,294.4095084735761,108.29048866254463,4.0,False,False,diamine:disulfide,0.8181818181818182,True
6FDA,DADS,ok,O=C1c2ccc3cc2C(=O)N1c1ccc(cc1)SSc1ccc(cc1)N1C(=O)c2ccc(cc2C1=O)C3(C(F)(F)F)C(F)(F)F,558.9290934499952,285.77909344999523,108.29048866254463,0.0,True,False,diamine:disulfide,0.8461538461538461,True
DSDA,DADS,ok,O=C1c2ccc3cc2C(=O)N1c1ccc(cc1)SSc1ccc(cc1)N1C(=O)c2ccc(cc2C1=O)S3(=O)=O,571.2933276486515,298.1433276486515,108.29048866254463,3.0,False,False,diamine:disulfide,0.6842105263157895,True
HPMDA,DADS,ok,O=C1C2CC3C(=O)N4C(=O)C3CC2C(=O)N1c1ccc(cc1)SSc1ccc4cc1,510.95327944269224,237.80327944269226,108.29048866254463,0.0,True,False,diamine:disulfide,0.4864864864864865,True
BCDA,DADS,ok,O=C1C2C=CC3C(=O)N1c1ccc(cc1)SSc1ccc(cc1)N1C(=O)C2C3C1=O,560.4622936271908,287.3122936271908,108.29048866254463,0.0,True,False,diamine:disulfide;dianhydride:sa_score>4.5,0.41025641025641024,True
CBDA,DADS,ok,O=C1C2C3C(=O)N1c1ccc(cc1)SSc1ccc(cc1)N1C(=O)C2C3C1=O,552.6253002436454,279.4753002436454,108.29048866254463,0.0,True,False,diamine:disulfide,0.4411764705882353,True
BPADA,DADS,ok,CC1(C)c2ccc(cc2)Oc2ccc3c(c2)C(=O)N(C3=O)c2ccc(cc2)SSc2ccc(cc2)N2C(=O)c3ccc(cc3C2=O)Oc2ccc1cc2,505.9532581610747,232.80325816107472,108.29048866254463,6.0,False,False,diamine:disulfide,0.8809523809523809,True
HQDPA,DADS,ok,O=C1c2ccc3cc2c(=O)n1c1ccc(cc1)ssc1ccc(cc1)n1c(=O)c2cc(ccc2C1=O)oc1ccc(cc1)o3,493.68446114531946,220.53446114531948,108.29048866254463,5.0,False,False,diamine:disulfide,0.8421052631578947,True
NTDA,DADS,ok,O=c1c(=O)n2c(=O)c3ccc4c(=O)n(c(=O)c5ccc1c4c35)-c1ccc(cc1)SSc1ccc-2cc1,605.9833870595502,332.8333870595502,108.29048866254463,6.0,False,False,diamine:disulfide,0.5,True
